Date,Open,High,Low,Turnover,Close,company
2011-05-24,119.98,120.75,119.9,37229.0,119.98,HBL
2011-05-25,120.3,121.5,120.1,40753.0,120.3,HBL
2011-05-26,120.61,122.0,120.03,76991.0,120.61,HBL
2011-05-27,120.68,121.35,120.05,77246.0,120.68,HBL
2011-05-30,120.7,121.14,119.2,27147.0,120.7,HBL
2011-05-31,119.48,119.99,116.8,156009.0,119.48,HBL
2011-06-01,117.32,118.91,117.5,61689.0,117.32,HBL
2011-06-02,118.09,118.26,117.5,24182.0,118.09,HBL
2011-06-03,117.6,117.4,116.71,24111.0,117.6,HBL
2011-06-06,116.95,120.0,115.25,93542.0,116.95,HBL
2011-06-07,119.54,120.75,119.8,118932.0,119.54,HBL
2011-06-08,120.23,122.0,119.8,173956.0,120.23,HBL
2011-06-09,121.74,121.75,120.75,17006.0,121.74,HBL
2011-06-10,120.75,121.0,119.93,16752.0,120.75,HBL
2011-06-13,120.1,121.51,119.75,149420.0,120.1,HBL
2011-06-14,120.9,121.95,118.75,104632.0,120.9,HBL
2011-06-15,119.61,120.0,118.5,17854.0,119.61,HBL
2011-06-16,118.85,118.95,118.0,42830.0,118.85,HBL
2011-06-17,118.12,118.5,117.5,19758.0,118.12,HBL
2011-06-20,117.58,117.5,116.5,27522.0,117.58,HBL
2011-06-21,116.68,118.44,117.0,142926.0,116.68,HBL
2011-06-22,117.88,118.0,117.01,32049.0,117.88,HBL
2011-06-23,117.2,118.5,117.02,468629.0,117.2,HBL
2011-06-24,117.67,117.79,117.0,30922.0,117.67,HBL
2011-06-27,117.22,119.0,116.11,14141.0,117.22,HBL
2011-06-28,116.22,116.0,114.1,117747.0,116.22,HBL
2011-06-29,114.25,117.0,115.0,283492.0,114.25,HBL
2011-06-30,116.06,116.9,116.0,46240.0,116.06,HBL
2011-07-01,116.06,118.0,116.0,242443.0,116.06,HBL
2011-07-04,116.03,120.0,114.53,227243.0,116.03,HBL
2011-07-05,118.64,119.9,118.5,33923.0,118.64,HBL
2011-07-06,118.98,119.9,117.91,26453.0,118.98,HBL
2011-07-07,118.53,119.0,116.89,19070.0,118.53,HBL
2011-07-08,117.15,118.2,116.85,9636.0,117.15,HBL
2011-07-11,117.36,117.5,116.5,13274.0,117.36,HBL
2011-07-12,116.97,116.88,116.22,8390.0,116.97,HBL
2011-07-13,116.36,118.0,116.55,31429.0,116.36,HBL
2011-07-14,116.7,117.2,116.23,10991.0,116.7,HBL
2011-07-15,116.92,118.0,117.0,49434.0,116.92,HBL
2011-07-18,117.33,119.17,117.06,168278.0,117.33,HBL
2011-07-19,118.97,121.0,118.1,351071.0,118.97,HBL
2011-07-20,119.34,120.44,119.03,160116.0,119.34,HBL
2011-07-21,120.01,120.99,119.16,136260.0,120.01,HBL
2011-07-22,120.08,122.68,120.0,342415.0,120.08,HBL
2011-07-25,121.98,122.0,120.2,81091.0,121.98,HBL
2011-07-26,120.51,121.7,120.6,117213.0,120.51,HBL
2011-07-27,121.5,121.25,119.65,26966.0,121.5,HBL
2011-07-28,120.32,120.01,119.05,16641.0,120.32,HBL
2011-07-29,119.68,120.25,119.26,17205.0,119.68,HBL
2011-08-01,120.0,122.99,120.51,46748.0,120.0,HBL
2011-08-02,121.09,121.04,119.5,8390.0,121.09,HBL
2011-08-03,119.9,121.0,119.02,147603.0,119.9,HBL
2011-08-04,119.12,119.35,118.5,13841.0,119.12,HBL
2011-08-05,118.82,118.25,115.0,108294.0,118.82,HBL
2011-08-08,117.51,117.45,115.03,218914.0,117.51,HBL
2011-08-09,116.99,116.0,114.0,38200.0,116.99,HBL
2011-08-10,114.57,118.25,116.0,17842.0,114.57,HBL
2011-08-11,117.14,118.0,116.5,17440.0,117.14,HBL
2011-08-12,117.21,122.9,117.01,135852.0,117.21,HBL
2011-08-15,121.01,121.75,119.01,59922.0,121.01,HBL
2011-08-16,119.35,120.5,118.05,86726.0,119.35,HBL
2011-08-17,119.84,121.5,119.01,152766.0,119.84,HBL
2011-08-18,120.6,120.5,117.55,124416.0,120.6,HBL
2011-08-19,118.37,116.95,114.25,21646.0,118.37,HBL
2011-08-22,116.43,117.0,115.0,14047.0,116.43,HBL
2011-08-23,116.57,116.25,115.02,12440.0,116.57,HBL
2011-08-24,116.0,117.5,116.05,14028.0,116.0,HBL
2011-08-25,116.78,117.0,115.0,28988.0,116.78,HBL
2011-08-29,116.56,116.55,115.15,10089.0,116.56,HBL
2011-08-30,115.87,116.7,115.0,13841.0,115.87,HBL
2011-09-05,116.54,119.35,117.0,10843.0,116.54,HBL
2011-09-06,117.59,118.25,116.5,50621.0,117.59,HBL
2011-09-07,117.87,118.5,117.0,19445.0,117.87,HBL
2011-09-08,117.28,118.1,117.0,15353.0,117.28,HBL
2011-09-09,117.0,117.5,114.06,12868.0,117.0,HBL
2011-09-12,115.57,116.25,115.01,10577.0,115.57,HBL
2011-09-13,116.06,118.95,115.5,24377.0,116.06,HBL
2011-09-14,118.05,118.0,116.5,18046.0,118.05,HBL
2011-09-15,117.1,117.7,116.5,28250.0,117.1,HBL
2011-09-16,117.51,117.97,116.7,6290.0,117.51,HBL
2011-09-19,117.28,117.7,116.77,7822.0,117.28,HBL
2011-09-20,117.0,118.5,116.52,68174.0,117.0,HBL
2011-09-21,118.48,120.79,117.55,344448.0,118.48,HBL
2011-09-22,119.86,121.0,119.0,207552.0,119.86,HBL
2011-09-23,119.52,121.0,117.56,218412.0,119.52,HBL
2011-09-26,118.49,117.1,115.11,41069.0,118.49,HBL
2011-09-27,117.0,119.0,116.05,21037.0,117.0,HBL
2011-09-28,118.71,119.97,118.12,13142.0,118.71,HBL
2011-09-29,118.32,118.89,117.5,14525.0,118.32,HBL
2011-09-30,118.0,120.0,118.01,21622.0,118.0,HBL
2011-10-03,119.36,119.2,118.0,16337.0,119.36,HBL
2011-10-04,118.4,120.07,118.0,175637.0,118.4,HBL
2011-10-05,119.26,120.48,118.31,62202.0,119.26,HBL
2011-10-06,118.7,120.0,117.9,52183.0,118.7,HBL
2011-10-07,118.27,119.0,118.01,48557.0,118.27,HBL
2011-10-10,118.77,122.5,118.02,266633.0,118.77,HBL
2011-10-11,118.91,119.2,117.5,70414.0,118.91,HBL
2011-10-12,117.67,118.15,117.5,36768.0,117.67,HBL
2011-10-13,117.83,118.59,116.25,64202.0,117.83,HBL
2011-10-14,116.48,117.0,116.5,9400.0,116.48,HBL
2011-10-17,116.92,119.6,115.7,581057.0,116.92,HBL
2011-10-18,116.12,117.9,116.5,46899.0,116.12,HBL
2011-10-19,117.12,117.8,115.35,272796.0,117.12,HBL
2011-10-20,116.13,116.5,115.55,132971.0,116.13,HBL
2011-10-21,116.0,116.1,115.5,53478.0,116.0,HBL
2011-10-25,115.86,117.0,116.0,37814.0,115.86,HBL
2011-10-26,116.28,116.78,115.7,19961.0,116.28,HBL
2011-10-27,116.14,117.49,115.5,10079.0,116.14,HBL
2011-10-28,115.63,119.0,116.0,37314.0,115.63,HBL
2011-10-31,117.79,119.49,117.0,100679.0,117.79,HBL
2011-11-01,117.49,118.43,117.25,27394.0,117.49,HBL
2011-11-02,117.54,119.0,116.18,47396.0,117.54,HBL
2011-11-03,115.73,116.25,115.0,88446.0,115.73,HBL
2011-11-04,115.07,115.9,115.1,10194.0,115.07,HBL
2011-11-10,115.54,117.45,115.5,226938.0,115.54,HBL
2011-11-11,115.57,116.7,115.0,148224.0,115.57,HBL
2011-11-14,115.55,116.45,115.5,31279.0,115.55,HBL
2011-11-15,115.83,116.0,115.3,21159.0,115.83,HBL
2011-11-16,115.7,115.69,115.0,17731.0,115.7,HBL
2011-11-17,115.1,115.5,114.3,39520.0,115.1,HBL
2011-11-18,114.54,115.09,113.61,19062.0,114.54,HBL
2011-11-21,114.92,115.25,114.0,16064.0,114.92,HBL
2011-11-22,114.48,115.25,114.25,23590.0,114.48,HBL
2011-11-23,115.03,115.7,115.0,28729.0,115.03,HBL
2011-11-24,115.41,116.1,112.35,319942.0,115.41,HBL
2011-11-25,112.6,113.1,112.41,30749.0,112.6,HBL
2011-11-28,112.83,113.0,111.01,10347.0,112.83,HBL
2011-11-29,111.26,112.5,111.0,21931.0,111.26,HBL
2011-11-30,111.99,113.0,112.1,13777.0,111.99,HBL
2011-12-01,112.82,113.25,112.0,11846.0,112.82,HBL
2011-12-02,112.12,112.15,111.0,13047.0,112.12,HBL
2011-12-07,112.06,111.9,110.0,13957.0,112.06,HBL
2011-12-08,110.16,111.07,108.32,9694.0,110.16,HBL
2011-12-09,110.97,111.13,109.51,9527.0,110.97,HBL
2011-12-12,110.88,112.1,110.99,17461.0,110.88,HBL
2011-12-13,111.38,111.05,110.05,13925.0,111.38,HBL
2011-12-14,110.34,110.9,110.5,8550.0,110.34,HBL
2011-12-15,110.62,110.85,107.75,75089.0,110.62,HBL
2011-12-16,108.52,109.99,105.95,26522.0,108.52,HBL
2011-12-19,107.66,108.65,107.0,10742.0,107.66,HBL
2011-12-20,108.04,109.55,107.25,9934.0,108.04,HBL
2011-12-21,109.07,109.9,108.5,25888.0,109.07,HBL
2011-12-22,108.52,108.99,108.0,5017.0,108.52,HBL
2011-12-23,108.06,108.96,107.71,17729.0,108.06,HBL
2011-12-26,107.8,108.2,107.36,10255.0,107.8,HBL
2011-12-27,107.5,108.0,107.0,8202.0,107.5,HBL
2011-12-28,107.17,108.0,106.96,253213.0,107.17,HBL
2011-12-29,107.0,109.0,107.25,11523.0,107.0,HBL
2011-12-30,108.0,108.89,106.0,108909.0,108.0,HBL
2012-01-02,106.08,107.5,105.9,8463.0,106.08,HBL
2012-01-03,107.2,111.5,107.16,29561.0,107.2,HBL
2012-01-04,111.05,112.8,108.61,52720.0,111.05,HBL
2012-01-05,108.87,109.49,107.5,33773.0,108.87,HBL
2012-01-06,107.85,109.9,106.6,32136.0,107.85,HBL
2012-01-09,108.22,108.25,107.7,188600.0,108.22,HBL
2012-01-10,107.81,108.5,106.02,18143.0,107.81,HBL
2012-01-11,106.88,106.9,106.0,26705.0,106.88,HBL
2012-01-12,106.39,106.5,105.5,12830.0,106.39,HBL
2012-01-13,105.54,107.3,105.81,43624.0,105.54,HBL
2012-01-16,106.15,107.0,106.06,44142.0,106.15,HBL
2012-01-17,106.73,108.51,106.71,25851.0,106.73,HBL
2012-01-18,108.05,110.05,108.05,107487.0,108.05,HBL
2012-01-19,109.95,111.0,108.76,30678.0,109.95,HBL
2012-01-20,109.01,111.5,109.5,167681.0,109.01,HBL
2012-01-23,110.49,114.93,111.56,185663.0,110.49,HBL
2012-01-24,114.45,118.34,113.5,111116.0,114.45,HBL
2012-01-25,116.41,118.35,115.7,54194.0,116.41,HBL
2012-01-26,115.93,116.49,114.5,17915.0,115.93,HBL
2012-01-27,114.78,116.6,114.1,14065.0,114.78,HBL
2012-01-30,114.82,115.4,114.0,12921.0,114.82,HBL
2012-01-31,114.11,115.2,113.99,7155.0,114.11,HBL
2012-02-01,114.23,115.0,114.25,8809.0,114.23,HBL
2012-02-02,114.3,115.55,114.2,29653.0,114.3,HBL
2012-02-03,114.76,116.25,114.04,38353.0,114.76,HBL
2012-02-06,116.02,118.5,116.0,78442.0,116.02,HBL
2012-02-07,117.14,119.1,117.25,63675.0,117.14,HBL
2012-02-08,118.86,120.5,116.0,52836.0,118.86,HBL
2012-02-09,119.18,120.0,118.25,23796.0,119.18,HBL
2012-02-10,119.39,124.4,119.3,255229.0,119.39,HBL
2012-02-13,121.88,122.55,119.51,89691.0,121.88,HBL
2012-02-14,121.95,122.75,121.2,36132.0,121.95,HBL
2012-02-15,121.24,121.5,118.51,59766.0,121.24,HBL
2012-02-16,119.24,119.98,117.4,143621.0,119.24,HBL
2012-02-17,117.57,120.5,117.51,202730.0,117.57,HBL
2012-02-20,118.94,119.9,118.13,60339.0,118.94,HBL
2012-02-21,118.49,120.3,118.55,90055.0,118.49,HBL
2012-02-22,118.7,124.5,119.5,295218.0,118.7,HBL
2012-02-23,123.5,126.5,122.5,518509.0,123.5,HBL
2012-02-24,125.17,127.75,121.65,959960.0,125.17,HBL
2012-02-27,122.56,123.0,120.75,612010.0,122.56,HBL
2012-02-28,121.4,121.84,120.25,112623.0,121.4,HBL
2012-02-29,120.47,121.9,120.11,246263.0,120.47,HBL
2012-03-01,120.6,120.87,119.27,300708.0,120.6,HBL
2012-03-02,120.01,120.75,120.0,125287.0,120.01,HBL
2012-03-05,120.2,121.0,120.0,187319.0,120.2,HBL
2012-03-06,120.49,120.89,120.04,210719.0,120.49,HBL
2012-03-07,120.25,120.48,119.0,114022.0,120.25,HBL
2012-03-08,119.21,120.15,118.6,153477.0,119.21,HBL
2012-03-09,119.97,120.43,118.0,217941.0,119.97,HBL
2012-03-12,118.81,120.5,119.01,178584.0,118.81,HBL
2012-03-13,119.11,119.4,118.01,90970.0,119.11,HBL
2012-03-14,118.62,120.0,118.3,105386.0,118.62,HBL
2012-03-15,119.42,120.0,119.0,91402.0,119.42,HBL
2012-03-16,105.25,107.4,103.0,74968.0,105.25,HBL
2012-03-19,103.89,104.0,101.5,60830.0,103.89,HBL
2012-03-20,101.79,103.85,101.4,46281.0,101.79,HBL
2012-03-21,103.4,103.1,98.25,149859.0,103.4,HBL
2012-03-22,100.74,102.11,100.25,62594.0,100.74,HBL
2012-03-26,100.7,102.5,101.0,839491.0,100.7,HBL
2012-03-27,102.05,103.75,101.5,58904.0,102.05,HBL
2012-03-28,103.29,108.45,103.0,183630.0,103.29,HBL
2012-03-29,108.06,110.5,107.2,246552.0,108.06,HBL
2012-03-30,109.86,112.0,109.17,104208.0,109.86,HBL
2012-04-02,111.37,111.97,109.75,45312.0,111.37,HBL
2012-04-03,110.0,115.0,109.0,490663.0,110.0,HBL
2012-04-04,112.82,117.5,114.0,298964.0,112.82,HBL
2012-04-05,116.15,117.5,112.5,170101.0,116.15,HBL
2012-04-06,112.55,114.79,111.5,101971.0,112.55,HBL
2012-04-09,111.83,113.5,111.2,32078.0,111.83,HBL
2012-04-10,111.72,113.5,108.0,132855.0,111.72,HBL
2012-04-11,108.98,110.94,109.0,121750.0,108.98,HBL
2012-04-12,110.0,111.9,108.5,24787.0,110.0,HBL
2012-04-13,108.95,111.48,108.5,81731.0,108.95,HBL
2012-04-16,110.11,109.15,106.8,268430.0,110.11,HBL
2012-04-17,107.9,109.25,107.3,35657.0,107.9,HBL
2012-04-18,108.21,111.5,108.0,199307.0,108.21,HBL
2012-04-19,109.47,110.99,107.57,207629.0,109.47,HBL
2012-04-20,109.06,110.2,108.5,78293.0,109.06,HBL
2012-04-23,108.81,112.1,108.11,161354.0,108.81,HBL
2012-04-24,110.25,115.7,110.5,702272.0,110.25,HBL
2012-04-25,112.92,117.0,113.0,564852.0,112.92,HBL
2012-04-26,116.28,117.0,113.5,189271.0,116.28,HBL
2012-04-27,113.77,114.69,113.02,44863.0,113.77,HBL
2012-04-30,113.42,113.1,111.6,42729.0,113.42,HBL
2012-05-02,111.97,113.8,111.5,75254.0,111.97,HBL
2012-05-03,111.64,115.0,111.55,293370.0,111.64,HBL
2012-05-04,114.49,117.75,114.5,1341005.0,114.49,HBL
2012-05-07,116.54,117.5,115.02,306662.0,116.54,HBL
2012-05-08,115.87,116.0,114.0,326083.0,115.87,HBL
2012-05-09,114.17,116.0,113.0,346651.0,114.17,HBL
2012-05-10,115.29,115.25,113.01,49981.0,115.29,HBL
2012-05-11,113.47,114.0,111.0,185552.0,113.47,HBL
2012-05-14,111.25,112.9,111.1,36902.0,111.25,HBL
2012-05-15,112.22,114.4,111.75,196907.0,112.22,HBL
2012-05-16,114.01,113.51,111.5,91672.0,114.01,HBL
2012-05-17,111.59,112.0,110.5,67033.0,111.59,HBL
2012-05-18,110.99,111.25,108.1,77524.0,110.99,HBL
2012-05-21,109.08,109.98,109.0,15366.0,109.08,HBL
2012-05-22,109.51,112.25,109.92,105498.0,109.51,HBL
2012-05-23,112.0,113.8,110.9,205687.0,112.0,HBL
2012-05-24,111.99,112.2,111.45,66519.0,111.99,HBL
2012-05-25,112.01,113.0,111.51,101079.0,112.01,HBL
2012-05-28,112.41,112.5,111.75,13986.0,112.41,HBL
2012-05-29,112.1,113.0,111.95,242028.0,112.1,HBL
2012-05-30,112.38,111.9,109.6,288288.0,112.38,HBL
2012-05-31,109.98,110.0,105.0,405226.0,109.98,HBL
2012-06-01,105.26,106.92,105.51,51144.0,105.26,HBL
2012-06-04,106.18,106.9,106.1,9911.0,106.18,HBL
2012-06-05,106.35,107.0,104.13,30773.0,106.35,HBL
2012-06-06,105.15,106.9,105.1,16074.0,105.15,HBL
2012-06-07,105.21,106.38,104.01,74185.0,105.21,HBL
2012-06-08,104.71,105.5,103.0,15750.0,104.71,HBL
2012-06-11,103.9,105.44,103.12,7775.0,103.9,HBL
2012-06-12,104.2,105.49,103.12,15969.0,104.2,HBL
2012-06-13,103.56,105.0,103.2,44862.0,103.56,HBL
2012-06-14,103.89,106.5,104.85,56785.0,103.89,HBL
2012-06-15,106.24,107.8,106.1,98533.0,106.24,HBL
2012-06-18,107.29,108.55,107.0,51335.0,107.29,HBL
2012-06-19,107.75,108.8,106.5,83631.0,107.75,HBL
2012-06-20,108.09,108.8,107.51,86118.0,108.09,HBL
2012-06-21,108.61,109.2,107.0,173189.0,108.61,HBL
2012-06-22,107.41,107.99,107.0,11974.0,107.41,HBL
2012-06-25,107.54,108.75,107.5,37251.0,107.54,HBL
2012-06-26,108.2,108.85,107.6,59588.0,108.2,HBL
2012-06-27,108.5,110.0,108.15,143919.0,108.5,HBL
2012-06-28,109.75,111.9,109.5,212348.0,109.75,HBL
2012-06-29,110.95,113.1,110.0,539823.0,110.95,HBL
2012-07-02,112.84,114.4,111.5,206815.0,112.84,HBL
2012-07-03,114.01,114.6,113.6,35026.0,114.01,HBL
2012-07-04,114.05,114.6,113.4,38990.0,114.05,HBL
2012-07-05,113.52,113.7,113.01,7475.0,113.52,HBL
2012-07-06,113.2,114.5,113.15,21126.0,113.2,HBL
2012-07-09,114.45,114.5,113.5,28585.0,114.45,HBL
2012-07-10,114.33,114.4,113.25,8271.0,114.33,HBL
2012-07-11,113.28,113.3,112.7,5287.0,113.28,HBL
2012-07-12,112.99,113.8,112.6,14560.0,112.99,HBL
2012-07-13,113.05,114.0,112.12,9753.0,113.05,HBL
2012-07-16,112.61,114.24,112.1,34968.0,112.61,HBL
2012-07-17,113.72,116.0,113.5,172571.0,113.72,HBL
2012-07-18,114.98,115.5,114.2,127988.0,114.98,HBL
2012-07-19,115.49,116.49,114.25,694120.0,115.49,HBL
2012-07-20,114.99,115.5,113.55,184902.0,114.99,HBL
2012-07-23,115.03,115.0,112.47,27700.0,115.03,HBL
2012-07-24,112.58,113.25,112.65,8300.0,112.58,HBL
2012-07-25,113.19,114.5,113.15,8000.0,113.19,HBL
2012-07-26,114.5,114.7,114.0,6100.0,114.5,HBL
2012-07-27,114.56,114.2,113.55,2200.0,114.56,HBL
2012-07-30,113.75,114.5,113.17,8000.0,113.75,HBL
2012-07-31,113.27,114.4,113.0,16700.0,113.27,HBL
2012-08-01,114.07,117.0,113.21,79300.0,114.07,HBL
2012-08-02,116.42,116.49,115.06,435800.0,116.42,HBL
2012-08-03,115.98,117.4,114.11,50100.0,115.98,HBL
2012-08-06,116.53,120.0,115.21,301400.0,116.53,HBL
2012-08-07,119.32,122.5,119.0,630900.0,119.32,HBL
2012-08-08,120.07,120.2,117.0,79600.0,120.07,HBL
2012-08-09,117.21,118.7,117.28,53900.0,117.21,HBL
2012-08-10,118.16,119.89,117.3,70600.0,118.16,HBL
2012-08-13,117.87,116.1,113.8,225600.0,117.87,HBL
2012-08-15,114.97,115.35,113.8,21600.0,114.97,HBL
2012-08-16,115.06,116.45,114.5,31700.0,115.06,HBL
2012-08-23,114.86,116.3,115.0,39800.0,114.86,HBL
2012-08-24,115.47,117.9,115.26,62300.0,115.47,HBL
2012-08-27,113.23,116.0,113.16,107100.0,113.23,HBL
2012-08-28,115.66,117.0,114.3,82700.0,115.66,HBL
2012-08-29,114.89,115.0,113.8,40400.0,114.89,HBL
2012-08-30,114.55,115.5,114.12,50600.0,114.55,HBL
2012-08-31,114.93,115.99,114.52,46100.0,114.93,HBL
2012-09-03,114.98,115.45,114.65,15800.0,114.98,HBL
2012-09-04,114.73,114.99,114.25,8100.0,114.73,HBL
2012-09-05,114.32,115.45,113.8,85200.0,114.32,HBL
2012-09-06,113.98,114.0,112.8,20500.0,113.98,HBL
2012-09-07,112.98,113.29,112.0,36400.0,112.98,HBL
2012-09-10,112.06,112.7,111.18,44200.0,112.06,HBL
2012-09-11,111.35,112.35,111.0,20500.0,111.35,HBL
2012-09-12,111.04,112.0,110.9,66100.0,111.04,HBL
2012-09-13,111.0,111.0,109.5,77200.0,111.0,HBL
2012-09-14,109.64,110.5,107.25,131100.0,109.64,HBL
2012-09-17,107.51,108.49,107.0,34100.0,107.51,HBL
2012-09-18,107.09,107.99,107.11,15400.0,107.09,HBL
2012-09-19,107.67,108.57,107.7,11200.0,107.67,HBL
2012-09-20,108.33,108.8,107.5,9000.0,108.33,HBL
2012-09-24,107.64,108.25,106.15,24600.0,107.64,HBL
2012-09-25,106.41,107.5,106.11,9000.0,106.41,HBL
2012-09-26,106.91,107.01,106.01,13000.0,106.91,HBL
2012-09-27,106.49,107.5,106.6,13100.0,106.49,HBL
2012-09-28,107.0,107.79,106.6,24200.0,107.0,HBL
2012-10-01,106.71,107.49,106.66,15200.0,106.71,HBL
